FOOD COMMODITY GROUP;FOOD COMMODITY TYPOLOGY;FOOD COMMODITY ITEM;Carbon footprint  (kg CO2 eq/kg or litre of food commodity);Type of source;Full Reference;Publication year;System Boundary  Distribution;Country;Region;Notes;Reported in other data summaries;Modification of original values 
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,01;JOURNAL;"Nguyen, T. T. H., M. Doreau, M. S. Corson, M. Eugène, L. Delaby, G. Chesneau, Y. Gallard and H. M. G. van der Werf (2013). ""Effect of dairy production system, breed and co-product handling methods on environmental impacts at farm level."" Journal of Environmental Management 120(0): 127-137.";2013;RDC;France;N Europe;grass/low maize silage-hostein, system expansion;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,014;JOURNAL;O'Brien, D., L. Shalloo, J. Patton, F. Buckley, C. Grainger, M. Wallace. A life cycle assessment of seasonal grass-based and confinement dairy farms, Agric Syst 107:33–46, 2012.;2012;RDC;Ireland;N Europe;pasture;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,02;CONFERENCE;Kanyarushoki, C., H.M.G. van der Werf, F. Fuchs. Life Cycle assessment of cow and goat milk chains in France, 2010. In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: Università degli studi di Bari Aldo Moro, 2010. VOL II:174-179.;2010;RDC;France;N Europe;bretagne;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,02;JOURNAL;Belflower, J.B., J.K. Bernard, D.K. Gattie, D.W. Hancock, L.M. Risse, C.A. Rotz. A case study of the potential environmental impacts of different dairy production systems in Georgia, Agric Syst 108:84–93, 2012.;2012;RDC;USA;N America;pasture;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,02;JOURNAL;Hagemann, M., T. Hemmea, A. Ndambia, O. Alqaisi, N. Sultanaa. Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries, Anim Feed Sci Tech 166–167:46–58, 2011.;2011;RDC;South Africa;Africa;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,02;JOURNAL;Hagemann, M., T. Hemmea, A. Ndambia, O. Alqaisi, N. Sultanaa. Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries, Anim Feed Sci Tech 166–167:46–58, 2011.;2011;RDC;Spain;Mediterranean area;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,02;JOURNAL;Hagemann, M., T. Hemmea, A. Ndambia, O. Alqaisi, N. Sultanaa. Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries, Anim Feed Sci Tech 166–167:46–58, 2011.;2011;RDC;USA;N America;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,024;JOURNAL;"O’Brien, D., J. L. Capper, P. C. Garnsworthy, C. Grainger and L. Shalloo (2014). ""A case study of the carbon footprint of milk from high-performing confinement and grass-based dairy farms."" Journal of Dairy Science 97(3): 1835-1851.";2014;RDC;UK;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,03;CONFERENCE;Kanyarushoki, C., H.M.G. van der Werf, F. Fuchs. Life Cycle assessment of cow and goat milk chains in France, 2010. In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: Università degli studi di Bari Aldo Moro, 2010. VOL II:174-179.;2010;RETAILER;Spain;Mediterranean area;skimmed;BCFN (double pyramid 2016);P
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,03;CONFERENCE;Schader, C., K. Jud, M. S. Meier, T. Kuhn, B. Oehen and A. Gattinger (2012). Quantification of the reduction potential of GHG mitigation measures in Swiss organic milk production using a life cycle assessment approach. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.;2012;RDC;Switzerland;N Europe;Energy corrected milk, organic, mixed farm;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,034;JOURNAL;Dalgaard, R., N. Halberg, I.S. Kristensen, I. Larsen. An LC inventory based on representative and coherent farm types, 2004.;2004;RDC;Denmark;N Europe;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,038;JOURNAL;"O’Brien, D., J. L. Capper, P. C. Garnsworthy, C. Grainger and L. Shalloo (2014). ""A case study of the carbon footprint of milk from high-performing confinement and grass-based dairy farms."" Journal of Dairy Science 97(3): 1835-1851.";2014;RDC;USA;N America;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,04;CONFERENCE;Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. Tocqueville, V. Colomb, H. MG. Van der Werf. Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.;2014;RDC;France;N Europe;biosphical,mean AGRIBALYSE®;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,041;JOURNAL;"Thomassen, M., R. Dalgaard, R. Heijungs and I. de Boer (2008). ""Attributional and consequential LCA of milk production."" The International Journal of Life Cycle Assessment 13(4): 339-349.";2008;RDC;Netherlands;N Europe;consequential;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,05;JOURNAL;"Hörtenhuber, S., T. Lindenthal, B. Amon, T. Markut, L. Kirner and W. Zollitsch (2010). ""Greenhouse gas emissions from selected Austrian dairy production systems—model calculations considering the effects of land use change."" Renewable Agriculture and Food Systems 25(04): 316-329.";2010;RDC;Austria;N Europe;lowlands organic;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,05;JOURNAL;"Hospido, A., M. T. Moreira and G. Feijoo (2003). ""Simplified life cycle assessment of galician milk production."" International Dairy Journal 13(10): 783-796.";2003;RDC;Spain;Mediterranean area;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,05;REPORT;Dalgaard, R., N. Halberg, I. S. Kristensen and I. Larsen (2004). An LC inventory based on representative and coherent farm types. Life Cycle Assessment in the Agri-food sector, (61), DIAS Report, Animal Husbandry. N. Halberg. Danish Institute of Agricultural Sciences: 98-106.;2004;RDC;Denmark;N Europe;clay sole medium stock;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,05;REPORT;Ledgard, S. F., C. Basset-Mens, S. McLaren and M. Boyes (2007). Energy use, “food miles” and greenhouse gas emissions from New Zealand dairying – how efficient are we? Proceedings of the New Zealand Grassland Association: 223–228.;2007;RDC;UK;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,06;CONFERENCE;Lindenthal, T., T. Markut, S. Hörtenhuber and G. Rudolph (2010). Greenhouse Gas Emissions of Organic and Conventional Foodstuffs in Austria. VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010). Bari, Italy.;2010;RDC;Austria;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,06;JOURNAL;"Dunkley, C. S. and K. D. Dunkley (2013). ""REVIEW - Greenhouse Gas Emissions from Livestock and Poultry, Agric Food Anal Bacteriol , 2013."" Agric. Food Anal. Bacteriol 3:17-29.";2013;RDC;USA;N America;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,06;JOURNAL;"Hagemann, M., T. Hemme, A. Ndambi, O. Alqaisi and M. N. Sultana (2011). ""Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries."" Animal Feed Science and Technology 166–167(0): 46-58.";2011;RDC;Italy;Mediterranean area;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,06;REPORT;Schmidt, J.H., R. Dalgaard. National and farm level carbon footprint of milk ? Methodology and results for Danish and Swedish milk 2005 at farm gate (2012), Arla Foods, Aarhus, Accessed 16/02/2015 from http://lca-net.com/files/Arla-Methodology_report_20120724.pdf;2012;RDC;Denmark;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,06;REPORT;Williams, A. G., E. Audsley and D. L. Sandars (2006). Determining the environmental burdens and resource use in the production of agricultural and horticultural commodities. Defra project report IS0205. Bedford, Cranfield and DEFRA.;2006;RDC;UK;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,061;JOURNAL;"Zehetmeier, M., M. Gandorfer, H. Hoffmann, U. K. Müller, I. J. M. de Boer and A. Heißenhuber (2014). ""The impact of uncertainties on predicted greenhouse gas emissions of dairy cow production systems."" Journal of Cleaner Production 73(0): 116-124.";2014;RDC;Germany;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,073;JOURNAL;"Basset-Mens, C., S. Ledgard and M. Boyes (2009). ""Eco-efficiency of intensification scenarios for milk production in New Zealand."" Ecological Economics 68(6): 1615-1625.";2009;RDC;New Zealand;Oceania;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,075;JOURNAL;Guerci, M., M.T. Knudsen, L. Bava, M. Zucali, P. Schonbach, T. Kristensen. Parameters affecting the environmental impact of a range of dairy farming systems in Denmark, Germany and Italy, J Clean Prod, 2013. in press;2013;RDC;Germany;N Europe;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,08;JOURNAL;"Nguyen, T. T. H., M. Doreau, M. S. Corson, M. Eugène, L. Delaby, G. Chesneau, Y. Gallard and H. M. G. van der Werf (2013). ""Effect of dairy production system, breed and co-product handling methods on environmental impacts at farm level."" Journal of Environmental Management 120(0): 127-137.";2013;RDC;France;N Europe;grass/high maize silage-hostein enriched with omega 3 fatty acids from linseed, system expansion;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,082;JOURNAL;Cederberg, C., B. Mattson. Life cycle assessment of milk production — a comparison of conventional and organic farming, J Clean Prod 8:49–60, 2000.;2000;RDC;Sweden;N Europe;organic;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,083;REPORT;Dalgaard, R., N. Halberg, I. S. Kristensen and I. Larsen (2004). An LC inventory based on representative and coherent farm types. Life Cycle Assessment in the Agri-food sector, (61), DIAS Report, Animal Husbandry. N. Halberg. Danish Institute of Agricultural Sciences: 98-106.;2004;RDC;Denmark;N Europe;sand soil, low stock;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,09;JOURNAL;"Cederberg, C. and B. Mattsson (2000). ""Life cycle assessment of milk production — a comparison of conventional and organic farming."" Journal of Cleaner Production 8(1): 49-60.";2000;RDC;Sweden;N Europe;organic;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,09;JOURNAL;"Hörtenhuber, S., T. Lindenthal, B. Amon, T. Markut, L. Kirner and W. Zollitsch (2010). ""Greenhouse gas emissions from selected Austrian dairy production systems—model calculations considering the effects of land use change."" Renewable Agriculture and Food Systems 25(04): 316-329.";2010;RDC;Austria;N Europe;lowlands conventional;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,091;JOURNAL;Xu, X., Y. Lan. A comparative study on carbon footprints between plant- and animal-based foods in China, J Clean Prod 112:251-2592, 2016.;2016;RDC;China;Asia;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,1;JOURNAL;"Christie, K. M., R. P. Rawnsley and R. J. Eckard (2011). ""A whole farm systems analysis of greenhouse gas emissions of 60 Tasmanian dairy farms."" Animal Feed Science and Technology 166–167(0): 653-662.";2011;RDC;Australia;Oceania;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,1;JOURNAL;Hagemann, M., T. Hemmea, A. Ndambia, O. Alqaisi, N. Sultanaa. Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries, Anim Feed Sci Tech 166–167:46–58, 2011.;2011;RDC;Netherlands;N Europe;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,1;JOURNAL;"Hörtenhuber, S., T. Lindenthal, B. Amon, T. Markut, L. Kirner and W. Zollitsch (2010). ""Greenhouse gas emissions from selected Austrian dairy production systems—model calculations considering the effects of land use change."" Renewable Agriculture and Food Systems 25(04): 316-329.";2010;RDC;Austria;N Europe;uplands organic;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,1;JOURNAL;"Nguyen, T. T. H., M. Doreau, M. S. Corson, M. Eugène, L. Delaby, G. Chesneau, Y. Gallard and H. M. G. van der Werf (2013). ""Effect of dairy production system, breed and co-product handling methods on environmental impacts at farm level."" Journal of Environmental Management 120(0): 127-137.";2013;RDC;France;N Europe;grass/high maize silage-hostein, system expansion;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,1;REPORT;Ledgard, S. F., C. Basset-Mens, S. McLaren and M. Boyes (2007). Energy use, “food miles” and greenhouse gas emissions from New Zealand dairying – how efficient are we? Proceedings of the New Zealand Grassland Association: 223–228.;2007;RDC;Sweden;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,101;REPORT;"Loijos, A. (2008). ""Assumptions and methodologies for life cycle assessment of food products."" Retrieved 02/02/2015, from http://www.linkcycle.com/foodprintmethods.pdf.";2008;RDC;USA;N America;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,108;JOURNAL;"O’Brien, D., J. L. Capper, P. C. Garnsworthy, C. Grainger and L. Shalloo (2014). ""A case study of the carbon footprint of milk from high-performing confinement and grass-based dairy farms."" Journal of Dairy Science 97(3): 1835-1851.";2014;RDC;UK;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,11;CONFERENCE;Salou, T., S. Espagnol, A. Gac, P. Ponchant, A. Tocqueville, V. Colomb, H. MG. Van der Werf. Life Cycle Assessment of French livestock products: Results of the AGRIBALYSE® program. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.;2014;RDC;France;N Europe;mediunAGRIBALYSE®;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,11;JOURNAL;"Nguyen, T. T. H., M. Doreau, M. S. Corson, M. Eugène, L. Delaby, G. Chesneau, Y. Gallard and H. M. G. van der Werf (2013). ""Effect of dairy production system, breed and co-product handling methods on environmental impacts at farm level."" Journal of Environmental Management 120(0): 127-137.";2013;RDC;France;N Europe;grass-hostein cow, system expansion;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,115;JOURNAL;"Hörtenhuber, S., T. Lindenthal, B. Amon, T. Markut, L. Kirner and W. Zollitsch (2010). ""Greenhouse gas emissions from selected Austrian dairy production systems—model calculations considering the effects of land use change."" Renewable Agriculture and Food Systems 25(04): 316-329.";2010;RDC;Austria;N Europe;uplands pasture organic;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,12;JOURNAL;Ogino, A., H. Orito, K. Shimada, H. Hirooka. Environmental impacts of the Japanese beef fattening system with different feeding lenghts as evaluated by a life-cycle assessment method, J Sci Anim 72(7):2115-2122, 2007.;2007;RDC;Japan;Asia;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,125;CONFERENCE;"Schader, C., K. Jud, M.S. Meier, T. Kuhn, B. Oehen, A. Gattinger. Quantification of the reduction potential of GHG mitigation measures in Swiss organic milk production using a life cycle assessment approach, 2012.
In: Corson, M.S., H.M.G. Van der Werf. Book of Abstract of the 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012), 1-4 October 2012, Saint Malo, France. Rennes, France: INRA, 2012. GROUP 3(C):333-337.";2012;RDC;Switzerland;N Europe;Energy corrected milk, organic;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,13;JOURNAL;Cederberg, C., B. Mattson. Life cycle assessment of milk production — a comparison of conventional and organic farming, J Clean Prod 8:49–60, 2000.;2000;RDC;Sweden;N Europe;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,135;JOURNAL;"O’Brien, D., J. L. Capper, P. C. Garnsworthy, C. Grainger and L. Shalloo (2014). ""A case study of the carbon footprint of milk from high-performing confinement and grass-based dairy farms."" Journal of Dairy Science 97(3): 1835-1851.";2014;RDC;USA;N America;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,138;JOURNAL;"Flysjö, A., M. Henriksson, C. Cederberg, S. Ledgard and J.-E. Englund (2011). ""The impact of various parameters on the carbon footprint of milk production in New Zealand and Sweden."" Agricultural Systems 104(6): 459-469.";2011;RDC;New Zealand;Oceania;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,138;REPORT;Dalgaard, R., N. Halberg, I. S. Kristensen and I. Larsen (2004). An LC inventory based on representative and coherent farm types. Life Cycle Assessment in the Agri-food sector, (61), DIAS Report, Animal Husbandry. N. Halberg. Danish Institute of Agricultural Sciences: 98-106.;2004;RDC;Denmark;N Europe;sand soil highstck;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,14;CONFERENCE;Audsley, E. and M. Wilkinson (2012). Using a model-based LCA to explore options for reducing national greenhouse gas emissions from crop and livestock production system. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes, France.;2012;RDC;UK;N Europe;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,14;CONFERENCE;"Vergè, X.P., D. Maxime, R.L. Desjardins, Y. Arcand, D. Worth. Carbon footprint of Canadian dairy products: national and regional assessments, 2012.
In: Corson, M.S., H.M.G. Van der Werf. Book of Abstract of the 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012), 1-4 October 2012, Saint Malo, France. Rennes, France: INRA, 2012. GROUP 2(A):727-728.";2012;RDC;Canada;N America;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,14;JOURNAL;"Berlin, J., U. Sonesson and A.-M. Tillman (2008). ""Product Chain Actors' Potential for Greening the Product Life Cycle."" Journal of Industrial Ecology 12(1): 95-110.";2008;RDC;Sweden;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,14;JOURNAL;"Flysjö, A., C. Cederberg, M. Henriksson and S. Ledgard (2011). ""How does co-product handling affect the carbon footprint of milk? Case study of milk production in New Zealand and Sweden."" The International Journal of Life Cycle Assessment 16(5): 420-430.";2011;RDC;New Zealand;Oceania;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,14;JOURNAL;"Haas, G., F. Wetterich and U. Köpke (2001). ""Comparing intensive, extensified and organic grassland farming in southern Germany by process life cycle assessment."" Agriculture, Ecosystems & Environment 83(1–2): 43-53.";2001;RDC;Germany;N Europe;extensive;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,14;JOURNAL;Hagemann, M., T. Hemmea, A. Ndambia, O. Alqaisi, N. Sultanaa. Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries, Anim Feed Sci Tech 166–167:46–58, 2011.;2011;RDC;Australia;Oceania;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,14;JOURNAL;Hagemann, M., T. Hemmea, A. Ndambia, O. Alqaisi, N. Sultanaa. Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries, Anim Feed Sci Tech 166–167:46–58, 2011.;2011;RDC;Chile;S America;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,14;JOURNAL;Hagemann, M., T. Hemmea, A. Ndambia, O. Alqaisi, N. Sultanaa. Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries, Anim Feed Sci Tech 166–167:46–58, 2011.;2011;RDC;Denmark;N Europe;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,14;JOURNAL;Hagemann, M., T. Hemmea, A. Ndambia, O. Alqaisi, N. Sultanaa. Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries, Anim Feed Sci Tech 166–167:46–58, 2011.;2011;RDC;Sweden;N Europe;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,14;JOURNAL;Hagemann, M., T. Hemmea, A. Ndambia, O. Alqaisi, N. Sultanaa. Benchmarking of greenhouse gas emissions of bovine milk production systems for 38 countries, Anim Feed Sci Tech 166–167:46–58, 2011.;2011;RDC;UK;N Europe;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,14;JOURNAL;"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28.";2011;RDC;Denmark;N Europe;MITERRA-Europe model;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,15;CONFERENCE;Dolle?, J. B., A. Gac, V. Manneville, S. Moreau and E. Lorinquer (2012). Life cycle assessment on dairy and beef cattle farms in France. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.;2012;RDC;France;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,15;CONFERENCE;Lafontaine, M., R. Saad, D. Gilbert and M. Margni (2012). Environmental life cycle assessment of milk in Canada. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.;2012;RDC;Canada;N America;Fat and protein corrected milk (FPCM);BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,15;EPD;The Co-operative Group (2012). The Co-operative Group Sustainability Report 2012. Manchester, The Co-operative Group Limited.;2012;RDC;UK;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,15;REPORT;Schmidt, J.H., R. Dalgaard. National and farm level carbon footprint of milk ? Methodology and results for Danish and Swedish milk 2005 at farm gate (2012), Arla Foods, Aarhus, Accessed 16/02/2015 from http://lca-net.com/files/Arla-Methodology_report_20120724.pdf;2012;RDC;Sweden;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,16;CONFERENCE;Notarnicola, B., G. Tassielli, P. A. Renzulli, A. Lo Guidice, N. Colombo, E. Costantino. Carbon footprinting of dietary habits: the Meneghina Express project. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.;2014;RDC;Croatia;Mediterranean area;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,16;JOURNAL;"Aguirre-Villegas, H. A., T. H. Passos-Fonseca, D. J. Reinemann, L. E. Armentano, M. A. Wattiaux, V. E. Cabrera, J. M. Norman and R. Larson (2015). ""Green cheese: Partial life cycle assessment of greenhouse gas emissions and energy intensity of integrated dairy production and bioenergy systems."" Journal of Dairy Science 98(3): 1571-1592.";2015;RDC;USA;N America;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,16;JOURNAL;Bonesmo, H., K.A. Beauchemin, O.M. Harstad, A.O. Skjelvag. Greenhouse gas emission intensities of grass silage based dairy and beef production: A systems analysis of Norwegian farms,Livest Sc 152:239–253, 2013.;2013;RDC;Norway;N Europe;Fat and protein corrected milk (FPCM);BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,16;JOURNAL;Verge, X.P.C., J.A. Dyer, R.L. Desjardins, D. Worth. Greenhouse gas emissions from the Canadian dairy industry, Agric Syst 94:683-693, 2007.;2007;RDC;Canada;N America;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,16;CONFERENCE;Passos-Fonseca, T.H., H.A. Agiurre-Villegas, D.J. Reinemann, L.E. Armentano, V. Cabrera, J. Norman, Green Cheese: LCA of Energy Intensity and GHG Emissions of Integrated Dairy/Bio-fuels Systems in Wisconsin, ASABE Meeting Pittsburgh, Pennsylvania, June 20 – June 23, 2010.;2010;RDC;USA;N America;Energy corrected milk;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,161;JOURNAL;"Castanheira, É. G., A. C. Dias, L. Arroja and R. Amaro (2010). ""The environmental performance of milk production on a typical Portuguese dairy farm."" Agricultural Systems 103(7): 498-507.";2010;RDC;Portugal;Mediterranean area;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,161;JOURNAL;Castanheira, E.G., A.C. Dias, L. Arroja, R. Amaro. The environmental performance of milk production on a typical Portuguese dairy farm, Agric Syst 103:498–507, 2010.;2010;RDC;Portugal;Mediterranean area;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,165;JOURNAL;"Lesschen, J. P., M. van den Berg, H. J. Westhoek, H. P. Witzke and O. Oenema (2011). ""Greenhouse gas emission profiles of European livestock sectors."" Animal Feed Science and Technology 166–167(0): 16-28.";2011;RDC;Sweden;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,167;JOURNAL;"O’Brien, D., L. Shalloo, J. Patton, F. Buckley, C. Grainger and M. Wallace (2012). ""A life cycle assessment of seasonal grass-based and confinement dairy farms."" Agricultural Systems 107(0): 33-46.";2012;RDC;Ireland;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,167;JOURNAL;O'Brien, D., L. Shalloo, J. Patton, F. Buckley, C. Grainger, M. Wallace. A life cycle assessment of seasonal grass-based and confinement dairy farms, Agric Syst 107:33–46, 2012.;2012;RDC;Ireland;N Europe;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;MILK;COW'S MILK;1,17;CONFERENCE;Kanyarushoki, C., H.M.G. van der Werf, F. Fuchs. Life Cycle assessment of cow and goat milk chains in France, 2010. In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: Università degli studi di Bari Aldo Moro, 2010. VOL II:174-179.;2010;RDC;France;N Europe;pays thouarsais;Clune et al 2017 database;-
