FOOD COMMODITY GROUP;FOOD COMMODITY TYPOLOGY;FOOD COMMODITY ITEM;Carbon footprint  (kg CO2 eq/kg or litre of food commodity);Type of source;Full Reference;Publication year;System Boundary  Distribution;Country;Region;Notes;Reported in other data summaries;Modification of original values 
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,065;EPD;Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 1, Approval date 2012.10.29, valid 3 years.;2012;DC;Italy;Mediterranean area;pan bauletto grano duro;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,25;LCA DATABASE;LCA Food, viewed on June 2019 <www.LCAfood.dk>;2010;RETAILER;Denmark;N Europe;wheat bread frozen - retail;this study;P
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,303;EPD;Barilla. Dichiarazione ambientale di prodotto applicata alla Pagnotta di grano duro, Registration number S-P-00322, Rev. 1, Approval date 2012.10.29, valid 3 years.;2012;DC;Italy;Mediterranean area;pagnotta di grano duro;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,306;JOURNAL;Espinoza-Orias, N., H. Stichnothe, A. Azapagic. The carbon footprint of bread, Int J LCA 16:351–365, 2011.;2011;DC;UK;N Europe;bread;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,32;JOURNAL;Kulak, M., T. Nemecek, E. Frossard, V. Chable, G. Gaillard. Life cycle assessment of bread from several alternative food networks in Europe, J Clean Prod 90:104-113, 2015.;2015;DC;Portugal;Mediterranean area;bread;BCFN (double pyramid 2016);P
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,34;JOURNAL;Espinoza-Orias, N., H. Stichnothe, A. Azapagic. The carbon footprint of bread, Int J LCA 16:351–365, 2011.;2011;DC;UK;N Europe;bread;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,399;JOURNAL;Espinoza-Orias, N., H. Stichnothe, A. Azapagic. The carbon footprint of bread, Int J LCA 16:351–365, 2011.;2011;DC;UK;N Europe;bread;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,4;JOURNAL;Berners-Lee, M., C. Hoolohan, H. Cammack, C.N. Hewitt. The relative greenhouse gas impacts of realistic dietary choices, Energ Policy 43:184–190, 2012.;2012;RDC;UK;N Europe;bread;BCFN (double pyramid 2016);P+T
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,479;JOURNAL;Kulak, M., T. Nemecek, E. Frossard, V. Chable, G. Gaillard. Life cycle assessment of bread from several alternative food networks in Europe, J Clean Prod 90:104-113, 2015.;2015;DC;Spain;Mediterranean area;bread;BCFN (double pyramid 2016);P
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,519;EPD;Barilla. Environmental Product Declaration of Brioche Tranchée, Registration number S-P-00327, Rev.2, Approval date 2014.12.05, valid 3 years.;2014;DC;France;N Europe;brioche tranchée;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,536;EPD;Barilla. Environmental Product Declaration of Brioche Tranchée, Registration number S-P-00327, Rev.3, Approval date 2016.04.20, valid 3 years.;2016;DC;France;N Europe;brioche tranchée;this study;-
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,566;JOURNAL;Kulak, M., T. Nemecek, E. Frossard, V. Chable, G. Gaillard. Life cycle assessment of bread from several alternative food networks in Europe, J Clean Prod 90:104-113, 2015.;2015;DC;Italy;Mediterranean area;bread;BCFN (double pyramid 2016);P
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,579;EPD;Barilla. Environmental Product Declaration of Brioche Tranchée, Registration number S-P-00327, Rev.1, Approval date 2012.10.29, valid 3 years.;2012;DC;France;N Europe;brioche tranchée;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;1,811;JOURNAL;Kulak, M., T. Nemecek, E. Frossard, V. Chable, G. Gaillard. Life cycle assessment of bread from several alternative food networks in Europe, J Clean Prod 90:104-113, 2015.;2015;DC;Portugal;Mediterranean area;rye bread;BCFN (double pyramid 2016);P
AGRICULTURAL PROCESSED;BREAD;BREAD PLAIN;2,382;JOURNAL;Kulak, M., T. Nemecek, E. Frossard, V. Chable, G. Gaillard. Life cycle assessment of bread from several alternative food networks in Europe, J Clean Prod 90:104-113, 2015.;2015;DC;France;N Europe;bread;BCFN (double pyramid 2016);P
AGRICULTURAL PROCESSED;BREAD;BREAD WHOLE;0,529;EPD;Barilla. Environmental Product Declaration of American Sandwich Nature, Registration number S-P-00326, Rev. 3, Approval date 2016.04.12, valid 3 years.;2016;DC;France;N Europe;american sandwich complet;this study;-
AGRICULTURAL PROCESSED;BREAD;BREAD WHOLE;0,548;EPD;Barilla. Environmental Product Declaration of American Sandwich Complet, Registration number S-P-00325, Rev. 2, Approval date 2014.12.05, valid 3 years.;2014;DC;France;N Europe;american sandwich complet;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD;BREAD WHOLE;0,614;EPD;Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 2, Approval date 2015.11.16, valid 3 years.;2015;DC;Italy;Mediterranean area;pan bauletto integrale;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD;BREAD WHOLE;0,7;EPD;Barilla. Environmental Product Declaration of 100% Mie Nature, Registration number S-P-00487, Rev. 2, Approval date 2018.03.05, valid 3 years.;2018;DC;France;N Europe;100% mie nature;this study;-
AGRICULTURAL PROCESSED;BREAD;BREAD WHOLE;0,742;EPD;Barilla. Dichiarazione ambientale di prodotto applicata alla Pagnotta di grano duro e integrale, Registration number S-P-00322, Rev. 3, Approval date 2015.11.12, valid 3 years.;2015;DC;Italy;Mediterranean area;pagnotta integrale;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD;BREAD WHOLE;0,766;EPD;Barilla. Environmental Product Declaration of American Sandwich Complet, Registration number S-P-00325, Rev. 1, Approval date 2012.10.29, valid 3 years.;2012;DC 560 Km by truck;France;N Europe;american sandwich complet;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD;BREAD WHOLE;0,779;EPD;Barilla. Dichiarazione ambientale di prodotto applicata alla Pagnotta di grano duro e integrale, Registration number S-P-00322, Rev. 4, Approval date 2018.10.12, valid 3 years.;2018;DC;Italy;Mediterranean area;pagnotta integrale;this study;-
AGRICULTURAL PROCESSED;BREAD;BREAD WHOLE;0,844;EPD;Barilla. Environmental Product Declaration of 100% Mie Nature, Registration number S-P-00487, Rev. 1, Approval date 2014.12.05, valid 3 years.;2014;DC max 400Km prom production plant;France;N Europe;100% mie nature;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD;BREAD WHOLE;0,894;EPD;Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 3, Approval date 2018.11.07, valid 3 years.;2018;DC;Italy;Mediterranean area;pan bauletto fior di fibra;this study;-
AGRICULTURAL PROCESSED;BREAD;BREAD WHOLE;0,913;EPD;Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 3, Approval date 2018.11.07, valid 3 years.;2018;DC;Italy;Mediterranean area;pan bauletto integrale;this study;-
AGRICULTURAL PROCESSED;BREAD;BREAD WHOLE;1,012;EPD;Barilla. Dichiarazione ambientale di prodotto applicata al PanBauletto, Registration number S-P-00223, Rev. 1, Approval date 2012.10.29, valid 3 years.;2012;DC;Italy;Mediterranean area;pan bauletto integrale;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;BREAD FROZEN;ROLLS (F);1,31;LCA DATABASE;LCA Food, viewed on June 2019 <www.LCAfood.dk>;2010;EX RETAIL;Denmark;N Europe;rolls frozen - retail;this study;P
AGRICULTURAL PROCESSED;BREAKFAST CEREALS;CORNFLAKES;2,64;JOURNAL;Jeswani, H. K., Burkinshaw, R., & Azapagic, A. (2015). Environmental sustainability issues in the food–energy–water nexus: Breakfast cereals and snacks. Sustainable Production and Consumption, 2, 17-28.;2015;DC;Europe;Europe;average of Kellogg's cereal breakfast;this study;-
AGRICULTURAL PROCESSED;CHOCOLATE;DARK CHOCOLATE;2,49;JOURNAL;Neira, D. P. (2016). Energy sustainability of Ecuadorian cacao export and its contribution to climate change. A case study through product life cycle assessment. Journal of Cleaner Production, 112, 2560-2568.;2016;EXPORT RETAIL;Ecuador;S America;100% dark chocolate;this study;-
AGRICULTURAL PROCESSED;CHOCOLATE;DARK CHOCOLATE;2,71;JOURNAL;Recanati, F., Marveggio, D., & Dotelli, G. (2018). From beans to bar: A life cycle assessment towards sustainable chocolate supply chain. Science of the Total Environment, 613–614, 1013–1023.;2018;RDC;Italy;Mediterranean area;100% dark chocolate;this study;T
AGRICULTURAL PROCESSED;CHOCOLATE;DARK CHOCOLATE;2,82;JOURNAL;Neira, D. P. (2016). Energy sustainability of Ecuadorian cacao export and its contribution to climate change. A case study through product life cycle assessment. Journal of Cleaner Production, 112, 2560-2568.;2016;EXPORT RETAIL;Ecuador;S America;100% dark chocolate;this study;-
AGRICULTURAL PROCESSED;CHOCOLATE;MILK CHOCOLATE;3,6;REPORT;Büsser, S., N. Jungbluth. LCA of Chocolate Packed in Aluminium Foil Based Packaging, ESU-services Ltd. Uster, Switzerland. Commissioned by German Aluminium Association (GDA) in cooperation with European Aluminium Foil Association (EAFA), Düsseldorf, Germany, 2009.;2009;IMPORTED FROM EUROPE;Europe;Europe;moulded milk chocolate,;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;COFFEE GROUND & PARCHMENT;COFFEE GROUND;4,82;JOURNAL;Killian, B., Rivera, L., Soto, M., & Navichoc, D. (2013). Carbon footprint across the coffee supply chain: the case of Costa Rican coffee. Journal of Agricultural Science and Technology. B, 3(3B), 151.;2013;IMPORTED TO EUROPE, wholesaler;Costa Rica, processed in europe;C America;note green/ground ratio: 1,34;this study;-
AGRICULTURAL PROCESSED;COFFEE GROUND & PARCHMENT;COFFEE GROUND;5,439;EPD;Tchibo, G. (2008). Product Carbon Footprint of one cup of Privat Kaffee Rarity Machare from Tchibo Consultado 8 Nov. 2011.;2008;IMPORTED FROM DENMARK;Tanzania;Africa;-;this study;-
AGRICULTURAL PROCESSED;COFFEE GROUND & PARCHMENT;COFFEE PARCHMENT;6,34;JOURNAL;Van Rikxoort, H., Schroth, G., Läderach, P., & Rodríguez-Sánchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.;2014;RDC;Mexico, Guatemala, Nicaragua, El Salvador, Colombia;S America;agroforestry;this study;P+T
AGRICULTURAL PROCESSED;COFFEE GROUND & PARCHMENT;COFFEE PARCHMENT;7,44;JOURNAL;Van Rikxoort, H., Schroth, G., Läderach, P., & Rodríguez-Sánchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.;2014;RDC;Mexico, Guatemala, Nicaragua, El Salvador, Colombia;S America;agroforestry;this study;P+T
AGRICULTURAL PROCESSED;COFFEE GROUND & PARCHMENT;COFFEE PARCHMENT;9,14;JOURNAL;Van Rikxoort, H., Schroth, G., Läderach, P., & Rodríguez-Sánchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.;2014;RDC;Mexico, Guatemala, Nicaragua, El Salvador, Colombia;S America;monoculture;this study;P+T
AGRICULTURAL PROCESSED;COFFEE GROUND & PARCHMENT;COFFEE PARCHMENT;10,94;JOURNAL;Van Rikxoort, H., Schroth, G., Läderach, P., & Rodríguez-Sánchez, B. (2014). Carbon footprints and carbon stocks reveal climate-friendly coffee production. Agronomy for sustainable development, 34(4), 887-897.;2014;RDC;Mexico, Guatemala, Nicaragua, El Salvador, Colombia;S America;monoculture;this study;P+T
AGRICULTURAL PROCESSED;COFFEE LIQUID;COFFEE DRIPPED FILTERED (L);0,46;JOURNAL;Humbert, S., Loerincik, Y., Rossi, V., Margni, M., & Jolliet, O. (2009). Life cycle assessment of spray dried soluble coffee and comparison with alternatives (drip filter and capsule espresso). Journal of Cleaner Production, 17(15), 1351-1358.;2009;IMPORTED FROM EUROPE;Brasil, Colombia, Vietnam;S America;0 litre drip filtred cofee, corresponds to 170g drip filtered cofee powder;this study;-
AGRICULTURAL PROCESSED;COFFEE LIQUID;COFFEE DRIPPED FILTERED (L);0,73;JOURNAL;Humbert, S., Loerincik, Y., Rossi, V., Margni, M., & Jolliet, O. (2009). Life cycle assessment of spray dried soluble coffee and comparison with alternatives (drip filter and capsule espresso). Journal of Cleaner Production, 17(15), 1351-1358.;2009;IMPORTED FROM EUROPE;Brasil, Colombia, Vietnam;S America;1 litre drip filtred cofee, corresponds to 170g drip filtered cofee powder;this study;-
AGRICULTURAL PROCESSED;COFFEE LIQUID;COFFEE SOLUBLE (L);0,33;JOURNAL;Humbert, S., Loerincik, Y., Rossi, V., Margni, M., & Jolliet, O. (2009). Life cycle assessment of spray dried soluble coffee and comparison with alternatives (drip filter and capsule espresso). Journal of Cleaner Production, 17(15), 1351-1358.;2009;IMPORTED FROM EUROPE;Brasil, Colombia, Vietnam;S America;soluble, to obtain 1L. Correspondes to 135g roasted ground cofee;this study;-
AGRICULTURAL PROCESSED;COFFEE LIQUID;ESPRESSO (L);0,55;JOURNAL;Humbert, S., Loerincik, Y., Rossi, V., Margni, M., & Jolliet, O. (2009). Life cycle assessment of spray dried soluble coffee and comparison with alternatives (drip filter and capsule espresso). Journal of Cleaner Production, 17(15), 1351-1358.;2009;IMPORTED FROM EUROPE;Brasil, Colombia, Vietnam;S America;1 l espresso, corresponds to 80g roasted cofee;this study;-
AGRICULTURAL PROCESSED;CRACKERS;FLAVORED CRACKERS;0,905;EPD;Barilla. Dichiarazione ambientale di prodotto applicata ai Cracker Gran Pavesi, Registration number S-P-00229, Rev. 4, Approval date 2018.06.28, valid 3 years.;2018;DC;Italy;Mediterranean area;gran pavesi mais;this study;-
AGRICULTURAL PROCESSED;CRACKERS;FLAVORED CRACKERS;0,916;EPD;Barilla. Dichiarazione ambientale di prodotto applicata ai Cracker Gran Pavesi, Registration number S-P-00229, Rev. 4, Approval date 2018.06.28, valid 3 years.;2018;DC;Italy;Mediterranean area;gran pavesi olive;this study;-
AGRICULTURAL PROCESSED;CRACKERS;FLAVORED CRACKERS;0,937;EPD;Barilla. Dichiarazione ambientale di prodotto applicata ai Cracker Gran Pavesi, Registration number S-P-00229, Rev. 4, Approval date 2018.06.28, valid 3 years.;2018;DC;Italy;Mediterranean area;gran pavesi rosmarino;this study;-
AGRICULTURAL PROCESSED;CRACKERS;FLAVORED CRACKERS;1,262;EPD;Barilla. Dichiarazione ambientale di prodotto applicata ai Cracker Gran Pavesi, Registration number S-P-00229, Rev. 4, Approval date 2018.06.28, valid 3 years.;2018;DC;Italy;Mediterranean area;gran pavesi pomodoro;this study;-
AGRICULTURAL PROCESSED;CRACKERS;PLAIN CRACKERS;0,966;EPD;Barilla. Dichiarazione ambientale di prodotto applicata ai Cracker Gran Pavesi, Registration number S-P-00229, Rev. 4, Approval date 2018.06.28, valid 3 years.;2018;DC;Italy;Mediterranean area;gran pavesi salati;this study;-
AGRICULTURAL PROCESSED;CRACKERS;PLAIN CRACKERS;0,969;EPD;Barilla. Dichiarazione ambientale di prodotto applicata ai Cracker Gran Pavesi, Registration number S-P-00229, Rev. 4, Approval date 2018.06.28, valid 3 years.;2018;DC;Italy;Mediterranean area;gran pavesi senza granella di sale;this study;-
AGRICULTURAL PROCESSED;CRACKERS;PLAIN CRACKERS;0,988;EPD;Barilla. Dichiarazione ambientale di prodotto applicata alla Sfoglia di grano, Registration number S-P-00224, Rev. 3, Approval date 2015.06.12, valid 3 years.;2015;DC;Italy;Mediterranean area;sfoglia di grano non salati;BCFN (double pyramid 2016);-
AGRICULTURAL PROCESSED;CRACKERS;PLAIN CRACKERS;1,038;EPD;Barilla. Dichiarazione ambientale di prodotto applicata ai Cracker salati e non salati, Registration number S-P-00224, Rev. 4, Approval date 2018.06.15, valid 3 years.;2018;DC;Italy;Mediterranean area;sfoglia di grano non salati;this study;-
AGRICULTURAL PROCESSED;CRACKERS;PLAIN CRACKERS;1,055;EPD;Barilla. Dichiarazione ambientale di prodotto applicata ai Cracker salati e non salati, Registration number S-P-00224, Rev. 4, Approval date 2018.06.15, valid 3 years.;2018;DC;Italy;Mediterranean area;sfoglia di grano salati;this study;-
